SMILES,animalic&ambery,sweety&gourmand,floral,fruity&vegetable,pungent&disagreetable,green&herbal,nutty,woody&mossy,resinous&balsamic,cooked,odorless,spice
CC(C)C(C)CCCCCCCCC=O,0,0,1,0,1,0,0,0,0,0,0,0
CCOCC(=O)OCc1ccccc1,0,0,1,,0,0,0,0,0,0,0,0
OCc1ccc(O)cc1,0,1,0,,,,1,0,0,0,0,
COCOC,0,,0,,,0,0,,0,0,0,
SC(S)CCSCCC(S)S,0,0,0,,1,1,0,0,0,0,0,1
CC(C)CCOC(=O)C(O)C(O)C(=O)OCCC(C)C,0,,0,1,0,0,0,,0,,0,0
CCOC(=O)C(C)c1ccccc1,0,,1,,0,,0,0,,0,0,0
CCCCCCCCCCCCCCCCCC(=O)OCCCCC,0,0,0,0,0,0,0,0,0,0,1,0
CCCC(=O)C(O)CCC,0,1,0,0,,0,1,0,0,,0,0
CC=CC(=O)OC(C)C1CCCCC1,0,,0,1,0,0,0,,0,,0,0
CCc1ccccc1C=O,0,1,,0,,,1,0,0,0,0,
CC(C)=C(C)C(=O)OCc1ccccc1,0,0,0,,,1,0,0,0,0,0,1
CCCC(=O)OCC(C)C,0,,0,1,,0,0,,0,0,0,
C[C@@H](O)CCc1ccccc1,0,1,1,0,0,1,,,0,0,0,
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,0,,1,1,0,0,0,,0,0,0,0
CC(=O)OC1CCCCC1C,0,0,1,1,1,1,0,0,0,0,0,0
CCCCC(=O)OCc1ccc(OC)cc1,,,0,1,0,0,0,0,0,0,0,0
CCSCc1ccco1,0,1,0,,1,1,0,0,0,1,0,1
CC/C=C\CCOC(=O)C(C)=O,,,,,0,1,0,0,0,,0,
CCCCCCCCC(O)C(=O)OCC,0,0,0,,0,0,0,0,0,0,0,0
CC/C=C(\C)C(=O)OCC,0,1,0,1,0,0,0,,0,,0,1
Cc1cccc2nccnc12,0,,0,,1,0,1,,0,1,0,0
C=CC1=C(C=O)CCCC1,0,0,0,,0,1,0,0,0,0,0,0
CCC(C(=O)OC)c1ccccc1,0,1,1,,0,0,0,0,0,0,0,0
CCCCCC#CC(=O)OC,,0,1,1,0,1,0,,0,0,0,0
CCOc1ccc(C)cc1OC,0,1,0,0,0,0,0,1,1,0,0,1
CCCCCCCCCCCCOCCO,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)CC(O)c1ccccc1,0,0,1,0,0,0,0,1,0,0,0,0
CCCCCCCCCOC(=O)CCCCCC,0,,1,1,0,1,0,,0,,0,0
CC1=CC(C)(C)CCC1=O,0,0,0,0,1,1,0,0,0,0,0,
CCCC(CCOC(C)=O)SC(C)=O,,1,0,1,1,,0,0,0,0,0,
CC/C=C\CCC1CCC(=O)O1,0,1,,,0,,,0,0,,0,0
CCCOC(C(=O)O)c1ccccc1,0,0,0,0,0,0,0,0,1,0,0,0
CC(C)C(C)O,0,,0,,,0,0,,0,0,0,
CC(=O)O.CC(=O)O.CC(O)CO,0,0,0,,0,0,0,0,0,0,0,0
COc1cc(C2OCC(COC3CC(C)CCC3C(C)C)O2)ccc1O,0,1,0,0,0,1,0,0,0,0,0,
CCC(C)(C)c1ccc(OCC=O)cc1,0,0,0,,0,1,0,0,0,0,0,0
C1CCCCC1.NS(=O)(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
[Br-].[K+],0,0,0,0,0,0,0,0,0,0,1,0
CCCC(=O)OCC(C)O,0,0,0,,,0,0,0,0,0,0,0
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,,,,0,0,0,0,,,0,0,0
COc1ccc2ccc(=O)oc2c1CC=C(C)C,0,0,0,0,1,1,0,,0,0,0,0
CCCCCCCCCOC(=O)CCCCCCCC,0,0,,1,1,0,0,0,0,0,0,0
CC(=O)CSCc1ccco1,0,1,0,,,0,0,0,0,,0,0
CCC=O,,,,,,,,,0,,,
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,1,,0,0,0,0,0,1,1,0,0,0
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,1,,,0,0,0,0,0,1,0,0,0
CCOC(=O)OCC,0,0,0,0,,1,0,0,0,0,0,0
NC(=S)Nc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,1,0
Cc1cc(SSCCC(C)C)c(C)o1,1,0,0,0,1,0,0,0,0,0,0,0
CC1=C2CCC(C)C=C2OC1=O,0,1,0,,0,,1,0,0,0,0,
CSS(C)(=O)=O,0,0,0,,1,0,0,0,0,1,0,0
CC(C)(O)CCc1ccccc1,0,,1,0,0,,0,,0,0,0,
C=C1CCCC(C)(C)C1CCC(C)=CCCC1C(C)(O)CCC2C(C)(C)CCCC21C,1,0,0,0,0,0,0,1,1,0,0,0
CCCCCCCCCCCCCCOC(C)=O,,0,0,0,0,0,0,0,0,0,0,0
CCCCCC1=CCCC1=O,,0,1,,0,,0,,0,0,0,0
C=C[C@]1(C)CC[C@H](C(C)(C)O)O1,0,,1,0,,0,0,,0,0,0,0
CCCCCC(C)S,,0,0,1,1,0,0,0,0,,0,0
CC1CCC(C(C)(C)O)CC1,0,,1,,0,,0,,,0,0,0
CC.OO,0,0,0,,,0,0,0,0,0,0,0
CCCCCCCC1CCC(=O)CC1,0,0,0,0,1,1,0,1,0,0,0,0
CCCCCCCCCCC1CCC(=O)O1,,0,0,,0,0,0,0,0,0,0,0
CCCCOC(=O)C(O)C(O)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,1,0
CCCCC/C=C/C=C/CO,,,0,,0,0,0,0,0,,0,0
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,0,0,0,0,0,0,0,0,0,0,1,0
C=CCSSSSSCC=C,0,0,0,,1,1,0,0,0,1,0,1
CC(C)CCCCCCCCCCC=O,,,0,,,0,0,0,0,,0,
CCCCOC(=O)CCC,0,,,,0,,0,0,0,0,0,0
CSCCC(N)C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCCCCOS(C)=O,0,0,0,,0,1,0,0,0,0,0,0
CCCCCCCC1CCOC1=O,1,0,0,1,0,0,0,0,0,0,0,0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,0,0,0,0,0,0,0,0,0,1,0
O=C1CCCCCCC/C=C\CCCCCCO1,1,,0,,0,0,0,0,,0,0,0
Cc1cnc(CC(C)C)c(C)n1,1,1,0,0,0,1,1,0,0,0,0,
SCCS,,0,0,,1,,0,0,0,,0,
CCCc1ccco1,0,1,0,,1,1,0,0,0,,0,0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)c1ccccc1,0,,1,,0,,0,0,0,0,0,
O=C(c1ccccc1)c1ccccc1,,,1,,,,0,0,,0,0,0
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)/C=C/CCC(C)C,,,,,,,,,0,,0,0
C=C(C)CCCCC(C)O,,0,0,,0,1,0,0,0,0,0,0
CCC1OCC2(CC=CCC2)CO1,0,1,1,,0,1,1,0,0,0,0,0
C1=C\C2COCC2CCCCCCCC/1,1,0,0,0,,0,0,1,0,0,0,0
CCOC(=O)[C@@H](C)CC,0,0,0,1,0,,0,0,0,0,0,0
CC1=C(O)C(=O)C(C)O1,,,0,,,0,0,0,0,,0,0
CC(=O)C1CC=C(C)CC1,0,0,0,0,0,0,0,0,0,0,0,1
C=CC(C)C1C=CCCC1.CO,0,0,1,1,0,0,0,1,0,0,0,0
CCCCCCCCCCC(=O)OCCC,0,0,,1,0,0,0,,0,0,0,0
CCC(C)C(=O)OCc1ccccc1,0,,,,0,0,0,0,0,0,0,0
OC(Cc1ccccc1)OCc1ccccc1,0,0,0,0,0,1,0,1,0,0,0,0
CCc1ccc(OC(C)=O)cc1,0,0,1,0,0,,0,0,0,0,0,1
O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC1(C)OC1C(=O)OCC,0,1,,1,0,0,0,,0,0,0,0
CCOC(CC(C)C)OCCC(C)C,0,1,0,1,,1,0,,0,,0,0
CCOC(=O)CCc1ccco1,0,,,,,,0,,,,0,
CC(C)(C)CC(C)(S)CC(C)(C)C,,0,0,0,1,0,0,0,0,0,0,0
CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)O,0,0,1,,0,0,0,1,0,0,0,0
CC(=O)OC1CC2CC1C1CC=CC21,0,0,,,0,1,0,,,0,0,0
CCCCCC1=CCCCC1=O,0,,1,1,0,1,,0,0,0,0,0
SC1CCCCC1,,0,0,,1,,0,0,0,,0,
C=CCCCCOC(C)=O,0,1,0,,1,1,0,0,0,0,0,0
CC/C(CC(C)CC)=N/O,0,0,0,0,1,1,0,0,0,0,0,0
CCCCCCOC(=O)CC,,,,,1,,0,,0,0,0,0
CC(=O)SC(C)(C)[C@@H]1CC[C@@H](C)CC1=O,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1cccs1,,0,0,0,1,0,0,0,0,0,0,0
CCCCSSCC,0,0,0,,1,1,0,0,0,,0,1
CCCCCC(=O)OCCCC,0,,,,,,0,,0,,0,0
OCCc1cccc2ccccc12,0,0,0,0,1,1,0,1,0,0,0,0
CCOC(=O)CCC(O)C(=O)OCC,0,1,0,0,0,0,0,0,0,,0,0
Cl[Ni]Cl,0,0,0,0,0,0,0,0,0,0,1,0
CCC(C)SC(=O)C=C(C)C,0,0,0,,,1,0,0,0,0,0,
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,0,0,0,0,,0,0,1,0,0,0,1
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1OC1(C)c1ccc(OC)cc1,0,0,0,,0,1,0,0,0,0,0,1
CCCOC(=O)c1ccccc1O,0,,1,,0,1,0,0,0,0,0,0
CC1=CC[C@@]2(O1)C(C)=CC(=O)CC2(C)C,0,0,0,0,1,1,0,1,0,0,0,0
CC(C)C(=O)OC(=O)C(C)C,0,0,0,0,0,0,0,0,0,0,1,0
CCC/C=C/C=C/CO,,,0,,0,0,0,0,0,,0,0
CC1=C(CO)C(C)(C)CCC1,0,0,1,0,0,1,0,0,0,0,0,
CCCC[C@@H](CC)CCC(=O)O,,,0,0,,0,0,0,0,,0,0
CCOC(=O)C/C(=C/C(=O)O)C(=O)O,0,1,,1,0,0,0,,0,,0,1
CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C/CC(O)CCCCCC)OC(=O)CCCCCCC/C=C/CC(O)CCCCCC,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC(O)CC(=O)OCC,0,,,1,0,,0,,0,0,0,0
N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,0,0,0,0,0,0,0,0,0,0,1,0
C=C(C)C(CC=C(C)C)COC(=O)C(C)CC,0,,0,,0,1,0,0,0,0,0,0
CC1=CC(=O)C(C(C)C)CC1,0,,0,,,1,,0,0,0,0,
CCCCCC[C@@H]1CCC(=O)O1,,1,0,1,0,0,1,0,0,,0,0
[K+].[O-][I+2]([O-])[O-],0,0,0,0,0,0,0,0,0,0,1,0
CCCOc1ccc(N)cc1[N+](=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0
O=C(O)O,0,0,0,0,0,0,0,0,0,0,1,0
C/C=C(\C)C(=O)Oc1ccc(C)cc1,0,1,0,0,0,1,0,0,0,,0,0
CS(C)=O,,,0,,1,1,0,,0,,0,1
CCCCC(C)C(C)(C)O,0,0,1,0,0,1,0,0,0,0,0,0
COc1ccc(COC(=O)Cc2ccccc2)cc1,0,,,,0,,0,,,0,0,
C=C(C)C1CCC(C)C(C(=O)OC)C1,0,0,1,0,0,1,0,0,0,0,0,
CSCc1ccccc1,,0,0,,,0,0,0,0,,,
C/C=C/C(=O)OCCC(C)C,0,1,1,1,0,1,0,,0,0,0,1
CCCCCCC=CC#N,,0,0,0,0,0,0,0,0,0,0,0
C=Cc1ccc(OC)c(OC)c1,0,,,,,,,,,0,0,
Cc1ccccn1,,,0,0,,0,,,0,,0,
CCCCCCOC(=O)C(C)O,0,1,1,,0,,0,0,0,0,0,0
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,0,0,1,,0,0,0,0,0,0,0,0
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,1,,0,0,0,0,0,,,0,0,0
CC(=O)SC(C)(C)C1CCC(C)CC1=O,0,0,0,0,0,1,0,0,0,0,0,
CC/C=C\CCOC(=O)c1ccccc1N,0,1,,1,,,0,0,0,0,0,0
CC1C=Cc2nccnc21,0,0,0,0,0,0,0,0,0,1,0,0
CC(C)(C)C(=O)OCCc1ccccc1,0,,1,,0,,0,0,0,0,0,
O=CCc1ccccc1,,,,,,,,,0,,0,0
COCCOc1ccc(C)cc1,1,0,1,1,1,1,0,1,0,0,0,
C=Cc1ncc(C)nc1C,0,0,0,0,,0,0,1,0,0,0,0
CCC(C)C(=O)OC/C=C(\C)CCC=C(C)C,0,,1,1,0,0,0,0,0,0,0,0
c1ccc(CSSCc2ccccc2)cc1,0,1,0,0,,,0,,,,0,0
CCC(C)(C)O,0,0,0,,1,,0,0,0,0,0,
CC(C)C(=O)OCc1ccccc1,0,,1,,0,,0,,0,0,0,0
CCC/C=C\CCO,,0,,,,1,0,,0,0,0,0
OCC1COC(Cc2ccccc2)O1,0,,1,,0,,0,,0,0,0,
CC(C)C[C@H](N)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
O=CC=CC1CC=CCC1,0,,1,0,0,1,0,0,0,0,0,0
CC1CCC(C(C)C)C(OC(=O)C2CCC(=O)N2)C1,0,0,0,0,0,,0,0,0,0,0,
COC(=O)/C=C/c1ccccc1,0,,0,,0,0,0,0,,0,0,
O=C1CCC2=C(CCCC2)O1,0,1,0,,0,,1,0,0,0,0,0
O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1,0,0,0,0,1,1,0,0,1,0,0,0
CC1CC(C)(c2ccccc2)CO1,0,0,,,0,1,0,,0,0,0,
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,0,0,0,0,0,,0,1,1,0,0,0
OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,0,0,0,0,0,0,0,0,0,0,0,0
SCCN1CCSC1,0,,0,,0,0,1,0,0,,0,0
CC(C)CCOC(=O)C(=O)OCCC(C)C,0,0,0,0,0,0,0,0,0,0,1,0
Cl.Cl.NC(CSSC[C@H](N)C(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCOC(=O)CCCCC,0,,,,0,,0,0,0,0,0,0
CCCCCCOC(=O)c1ccccc1O,0,,1,,0,1,0,0,,0,0,
CC/C=C/COC(=O)CCCCC,0,,0,1,0,1,0,0,0,0,0,0
C/C=C(/O)C(C)=O,,1,0,0,0,0,0,0,0,,0,0
CCCCCCOC(=O)CCCCCC,,,0,,,1,0,,0,,0,0
CCCCCC(=O)OCC(C)OC(=O)CCCCC,0,0,0,,0,,0,0,0,0,0,0
C/C=C/SSCCC,0,0,0,0,1,0,,0,0,1,0,0
CCC(=O)Oc1ccccc1OC,0,1,0,,0,0,1,0,0,0,0,0
CCC(S)C(C)C=O,,,0,,1,1,0,0,0,1,0,1
[Ca+2].[Cl-].[Cl-],0,0,0,0,0,0,0,0,0,0,1,0
O=[Mg],0,0,0,0,0,0,0,0,0,0,1,0
CC1CCC(C(C)C)C(OC(=O)CCC(=O)O)C1,0,0,0,0,0,0,0,0,0,0,1,0
COc1cccc(O)c1,0,,0,,1,0,,0,0,0,0,
N.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,0,0,0,,0,0,0,0,0,0,0,0
C=C(C)C1CCC(C)CC1OC=O,,0,,0,0,1,0,,0,0,0,
CC(=O)c1cccn1C,0,,,0,,0,,,0,0,0,0
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,0,,,,,,,,,0,0,0
NS(=O)(=O)[O-].[NH4+],0,0,0,0,0,0,0,0,0,0,1,0
Cc1occc1SSSSc1ccoc1C,,0,0,0,,0,0,0,0,,0,0
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,0,0,1,,,1,0,0,0,0,0,0
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CCCC(C)(C)C1C/C=C(\C)C=O,0,1,1,0,0,1,1,0,0,0,0,0
CCCCCC=CCCC(OCC)OCC,0,0,0,1,,,0,0,0,0,0,0
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,1,0
C[C@H](N)C(=O)O,0,,0,0,0,0,0,0,0,0,,0
Cc1[nH]n(C)c(=O)c1C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,1,0
CCCC[C@H]1CCC(=O)O1,,1,0,1,0,0,1,0,0,0,0,0
CC(C)=CCCC(C)=CCOC(Cc1ccccc1)OCC=C(C)CCC=C(C)C,0,0,1,,0,1,0,,0,0,0,0
CC(=O)CCC=C(C)CCC=C(C)C,0,,1,,,,0,0,0,0,0,0
C=C(C)[C@@H]1CC[C@]2(C)O[C@@H]2C1,0,0,0,0,0,1,0,0,0,0,0,0
COc1cc(C(C)=O)cc(OC)c1O,0,,0,0,,0,0,0,,0,,
Cc1ccc(C(C)(C)C)c(O)c1,1,0,0,0,,0,0,,,0,0,0
CC(=CC(=O)c1ccccc1)c1ccccc1,0,1,0,0,0,0,0,0,0,,0,0
CC(C)CC(=O)SC(C)C,0,0,0,,1,1,0,,,0,0,0
COc1ccccc1CC1CC1,0,0,0,0,0,,0,0,0,0,0,1
Cc1ccc(O)c(C)c1,0,0,0,0,,0,0,,,,0,0
O=C1CCC=C1O,0,1,0,0,0,0,0,1,0,,0,0
CC(=O)C1CC/C(C)=C\CC/C(C)=C\C/C=C\1C,1,,0,0,0,,0,1,1,0,0,0
COc1cc(/C=C/C(=O)O)ccc1O,0,0,0,0,0,0,0,0,0,0,1,0
Cc1cc(SSc2cc(C)oc2C)c(C)o1,,0,0,0,0,0,0,0,0,,0,0
CCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
Cc1cnc(C)cn1,,,0,,,,,,0,,,
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,,0,0,0,0,,0,0,0,0,,
c1ccc(-c2ccccc2)cc1,0,,,,,,0,0,0,,0,
CCCCCC(=O)OCc1ccco1,,0,0,0,1,1,0,,0,0,0,0
C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12,0,,0,0,0,,0,,0,0,0,0
C=C1C=C[C@H](C(C)C)CC1,0,0,0,1,0,1,0,0,0,0,0,1
CCCC(S)CCOC,0,0,0,,0,1,0,0,0,0,0,0
C[C@@H](O)c1ccccc1,0,,1,0,,1,0,1,0,0,0,0
CCOc1ccc(C)cc1,0,,,,,0,0,,0,0,0,0
C=CC(C)(CCC=C(C)C)OC(C)=O,0,,,,0,,0,,0,0,0,
CCCCCCCCC=CC=CC=O,,0,1,0,0,1,0,0,0,0,0,0
CCCCCCCCCCCCCCCC(=O)OCCC,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)/C=C/C=C(C)C,0,,0,,0,,,,0,0,0,1
CCOc1c([N+](=O)[O-])cc(C=O)cc1C(C)(C)C,1,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CC([S-])C(=O)[O-].[Au+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
C=C(C)C(CO)C/C=C(/C)CCC=C(C)C,0,0,1,0,0,1,0,0,0,0,0,
O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCC/C=C/CO,,0,0,0,1,1,0,0,0,0,0,0
CC(=O)C(C)(C)C,0,0,0,0,1,1,0,0,0,0,0,
COc1ccccc1S,,1,0,0,,0,0,,,,0,
CC(C)CC1OCC(C)O1,0,1,0,,,,0,,0,,0,
CCOC(=O)CC(C)O,0,1,0,,0,,0,0,0,0,0,0
CC(C)=CCC/C(C)=C/COC(=O)c1ccccc1N,0,,,,0,,0,0,0,0,0,0
CCOC(=O)C1CCC(C(=O)OCC)CC1,0,,1,1,,0,0,0,0,0,0,0
CCC(O)(CC(C)C)CC(C)C,0,0,0,,0,1,0,1,0,0,0,1
CCCCC(C)CCC(=O)O,1,,0,0,1,,0,,0,,0,0
O=[Si]([O-])[O-].[Mg+2],0,0,0,0,0,0,0,0,0,0,1,0
C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,0,0,1,0,0,,0,,0,0,0,0
COC=O,0,,,1,,,0,,0,0,0,
C/C1=C\C2C(CC/C(C)=C/CC1)C2(C)C,0,0,0,0,0,1,0,1,0,0,0,0
O=[Cr](=O)([O-])[O-].[Ba+2],0,0,0,0,0,0,0,0,0,0,1,0
CCC[C@H](C)OC(=O)CC(C)C,0,,0,1,,0,0,,0,,0,0
CCC(C)c1ccc(OC(C)=O)cc1,0,0,0,0,0,,0,0,0,0,0,1
C[As](C)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCC(S)C(C)=O,,0,0,,1,0,,0,0,,0,
C=CCc1ccc(OCCCCC)c(OC)c1,0,0,1,0,0,1,0,0,0,0,0,1
CCCCCC(=O)OCCc1scnc1C,,0,0,0,0,0,1,0,0,1,0,0
C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1,0,0,0,0,0,0,0,,,0,0,
CC(=O)OCc1ccc(C)cc1C,0,1,1,,0,1,0,0,0,0,0,0
CCCCCC(=O)SC,0,0,1,1,1,1,0,0,0,0,0,0
CCCCCCCCCCCCCCCC(=O)OCC,,,0,,0,0,0,0,,0,0,0
C=C(C)C(=O)OCC(C)C,0,0,1,0,1,1,0,0,0,0,0,1
CCC(C)(CCCC(C)C)OC(C)=O,0,0,,,0,1,0,,0,0,0,
CC1=CC=C2C(C)(C)CCCC2(C)O1,0,,1,1,0,0,0,1,0,0,0,0
COC(OC)C(C)(C)CC=C(C)C,0,0,,1,0,1,0,,0,0,0,0
CCCCOC(=O)CC(C)C,0,,0,,,,0,0,0,0,0,0
CCCCC=CC=CCO,,0,0,1,1,1,0,0,0,,0,0
C=CCCC(=O)C1CCCC(C)(C)C1,0,0,0,1,,1,0,,,0,0,0
C=C(C)C1CC=C(C)C(C(=O)OCC)C1,0,0,0,,0,1,0,0,0,0,0,
CCOC(C)OC(C)(C)CCCC(C)CC=O,0,0,1,0,,0,0,0,1,0,0,0
CCOC(=O)CCCCSC,0,0,0,,1,,0,0,0,0,0,0
CCCOC(=O)C(C)S,,,0,1,0,0,0,0,0,,0,0
CC(C)=CCC/C(C)=C/COC/C=C(\C)CCC=C(C)C,0,0,,0,0,0,0,0,1,0,0,0
CCCC(S)CC=O,0,0,0,,1,,0,0,0,0,0,0
C=CCC(O)C=CCCCCC,0,0,0,1,,1,0,1,0,0,0,0
CC/C=C\CCC1(C)CCC(=O)O1,1,1,1,1,1,1,1,0,0,1,0,0
CC1(C)O[C@]2(C)CC[C@H]1C[C@@H]2O,0,0,0,0,0,1,0,0,0,0,0,
CC1=CC(OC=O)CC(C)C2CC(=C(C)C)CC12,0,0,0,0,0,1,0,1,0,0,0,0
CCC1SC(CC(C)C)=NC1C,,0,0,0,0,0,1,0,0,1,0,0
[Ar],0,0,0,0,0,0,0,0,0,0,1,0
CCC(C)CCC(C)(CC)OC(C)=O,0,1,1,,0,0,0,0,0,0,0,0
CC(C)=CCCC1=CCC(C=O)CC1,,0,,1,,0,0,0,0,0,0,0
CCCC(O)SCC,,0,0,0,1,0,1,0,0,1,0,0
c1ccc(Oc2ccccc2)cc1,0,,1,0,,1,0,0,0,0,0,0
CCC1CCC(=O)O1,0,1,0,,0,,,0,0,0,0,0
C/C=C(\C)C(=O)OC,0,1,0,0,,0,0,,0,0,0,1
CCOC(=O)C(C)(C)Cc1ccccc1,0,0,1,,0,0,0,0,0,0,0,0
O=CC=O,0,,0,0,1,0,0,0,0,,0,0
CC(=O)OC1=CCC2C3CCC(C3)C12,0,1,0,0,0,1,0,1,1,0,0,1
CC(O)CC(=O)OC1CC(C)CCC1C(C)C,0,0,0,0,0,1,0,0,0,0,0,
CC1OC(C)C(C)O1,0,0,,1,,1,0,,0,0,0,0
CCCCC/C=C/CCC(=O)OCC,,,0,1,0,1,0,,0,,0,0
C=COC(=O)CC(CC)CCCC,0,0,0,0,1,1,0,0,1,0,0,0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-],0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CC/C=C(/C)C1CC=C(C)CC1,0,,0,,0,0,,0,0,0,,0
ON=Cc1ccc(Cc2ccccc2)o1,0,0,0,0,0,0,0,0,0,0,1,0
C/C=C/C=C\CC/C=C/C(=O)NCC(C)C,0,,0,,0,0,0,0,0,0,0,0
CC/C=C\C=C\C(C)=O,,0,0,,0,1,0,0,0,0,0,0
O=C1CCCCCCCCCCCC(=O)OCCO1,1,,,0,,0,0,,,0,0,
CC1=CCC(C/C=C(\C)C(C)O)C1(C)C,0,0,0,0,0,,0,1,0,0,0,1
CCCC[C@H](O)CO,0,0,0,0,0,0,0,0,0,0,1,0
c1cnc(CC2CCCCC2)cn1,0,,0,0,1,,,,0,0,0,0
CCCCCCCCC(=O)CC,0,0,0,,1,0,0,0,0,0,0,0
CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,1,0
CCC([O-])=C1C(=O)CC(C(=O)[O-])CC1=O.[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
Oc1ccccc1Cl,0,0,0,,,0,,0,0,0,0,
CC(=O)Cc1ccc2ccccc2n1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC1C(=O)CCC1C,0,,1,,0,,,0,0,0,0,
CCCCCCCCCCCCCCCCCC(=O)O,,0,0,0,0,0,0,0,0,,,0
COC(=O)C=C1CCCC1,,,1,,0,1,0,,0,0,0,0
CC(=O)C=CC1=C(C)CCCC1(C)C,0,1,1,0,0,0,0,1,0,0,0,0
CCCCCCCCCC=COC=O,0,1,0,,0,0,0,0,0,0,0,0
CCCCOC(=O)CC(O)(C(=O)OCCCC)C(C(C)=O)C(=O)OCCCC,0,0,,1,0,1,0,,0,0,0,0
CC1CCC(C)CC1,0,0,0,0,1,0,0,0,0,0,0,0
