SMILES,animalic&ambery,sweety&gourmand,floral,fruity&vegetable,pungent&disagreetable,green&herbal,nutty,woody&mossy,resinous&balsamic,cooked,odorless,spice
O.O.O=S(=O)([O-])[O-].[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)COCc1ccccc1,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OCC=Cc1ccccc1,0,,1,,0,0,0,0,1,0,0,1
CCCCCC/C=C\C=O,,0,1,1,0,1,0,1,0,0,0,0
C=C[C@@H](O)CCCCCCC,0,0,0,0,,0,0,1,0,0,0,0
COC(=O)CCC(C)C,0,,0,,,0,0,0,0,0,0,0
C=CC(CCCCC)OO,0,0,0,1,,0,0,,0,0,0,0
COc1ccc(C(=O)OCC(=O)O)cc1,0,0,0,0,0,0,0,0,0,1,0,0
COC1=C(C)O[C@H](C)C1=O,0,1,0,0,1,0,0,0,0,,0,0
CCc1ccc(CC(C)(C)C#N)cc1,0,0,0,0,1,1,0,0,0,0,0,
CCC(S)SC(S)CC,0,0,0,,1,1,0,0,0,0,0,1
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O.[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CC1(C)CCCC2(C)OC(=O)C=C12,,,,,0,,0,,0,0,0,0
CCCCCOC(CCC)OCC,0,,0,1,,1,0,,0,,0,0
CC(C)CCC=O,,1,0,,1,1,0,0,0,0,0,0
CCOC(=O)C(=CCC(C)CCC=C(C)C)C(=O)OCC,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)(O)CCCC1=CCCC(C=O)C1,0,0,1,0,1,1,0,0,0,0,0,0
O=C([O-])CCC(=O)[O-].[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
C#N,0,1,0,0,,,1,,0,0,0,0
COC(=O)CCc1ccco1,0,0,0,,0,1,0,1,0,0,0,0
CCCCCCCCCC=CC=CC=CC=O,,0,0,0,0,0,0,0,0,0,0,0
C=CCCCCCCCCC(OCC)OCC,0,,0,1,0,0,0,,0,,0,0
COc1ccc(C(=O)O)cc1,,,0,,,0,,0,0,0,,
CCOCC=C(C)C,0,,0,,0,,0,,0,,0,0
C=C(C)CCCC(C)CCOC(=O)CC(C)C,0,0,1,,0,0,0,0,0,0,0,0
O=C(OCCc1ccccc1)c1ccccc1O,0,,1,0,0,,0,0,1,0,0,
c1ccc2[nH]ccc2c1,,,,,,,0,,,,,0
CC(C)CCCCCCCCCCCCCCC(=O)O.OC[C@H](O)[C@@H](O)[C@H](O)C(O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCOC(=O)c1ccco1,0,1,1,0,0,1,0,0,0,,0,0
CCCCCCCCCCCCCCC,0,0,0,0,,0,0,0,0,0,0,0
Cl.N[C@@H](CCC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CC(=O)OC(C)C,0,1,,1,0,1,0,0,0,0,0,1
CCOCC.Oc1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,0,1,0
CC=Cc1ccc(OC)c(OC)c1,0,,,,,,,,0,0,0,
COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)c1ccc(C)cc1O,1,,1,1,0,0,0,,0,0,0,
CC1=CCC2CC1(O)C2(C)C,0,0,0,0,1,0,0,,0,0,0,0
CSSc1ccccc1,0,0,0,1,1,0,0,0,0,0,0,
CCCC1C=CC(=O)O1,0,1,0,1,0,1,1,0,0,,0,0
CC1(C)CCOCS1,,0,0,1,1,1,0,0,0,,0,1
CC1(C=O)CC(C)(C)C2CCCC=C21,0,0,0,,,1,0,0,0,0,0,1
O=[V](=O)O[V](=O)=O,0,0,0,0,0,0,0,0,0,0,1,0
CCc1ccccc1O,0,,0,,1,0,,,,0,0,
COC(=O)/C=C/c1ccco1,0,,0,,0,0,0,0,,0,0,
C/C=C/C(=O)OC(C)CC(C)C,0,,0,1,0,0,0,0,0,0,0,0
CC(=O)OC1CCC2CCCCC2C1,0,0,1,,0,,0,,0,0,0,0
CCC(C)C(=O)OCC(C)OC(=O)C(C)CC,0,1,0,,0,0,0,0,0,,0,0
CCCCCC(O)CC,0,,0,,,,,,0,0,0,
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,1,0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCC(CC)CO,0,,1,,,,0,0,0,0,0,0
COC(=O)c1ccoc1,0,0,,1,0,0,0,,0,0,0,0
Cc1ccoc1CC1OC1(C)C,0,0,0,1,,1,0,1,0,0,0,0
Cc1ncsc1CCO,,,0,,,0,,0,0,,0,0
CC=CC1OC(C)CC(C)(C)O1,0,0,1,0,0,1,0,0,0,0,0,0
C=C[C@]1(C)CC[C@H](O)C(C)(C)O1,0,,,,0,,0,0,0,0,0,0
CCCCCCCCC=CCCCCCCCCOCCO.O=P(O)(O)O,0,0,0,0,0,0,0,0,0,0,1,0
C/C(=C\C(C)C)C(=O)O,,,,,1,0,0,0,0,0,0,0
CCC(=O)OC1CC(C)CCC1C(C)C,0,0,1,0,0,1,0,0,0,0,0,
CC(C)=CC1CC(C)=CCO1,,0,1,,0,,0,0,0,0,0,
CCC(C=O)=Cc1ccco1,1,0,0,0,,0,0,1,0,0,0,1
COc1ccc(C(C)(C)C(=O)[O-])cc1,0,0,0,,0,0,0,0,1,0,0,1
COc1cc(C=CC(=O)O)cc(OC)c1O,0,0,0,0,0,0,0,0,0,0,1,0
CCC/C=C/CC1CCCC1=O,1,1,1,,0,0,,0,0,0,0,0
CC1=C(O)C(=O)CC1.CC1CCC(=O)C1=O,0,1,0,0,0,1,1,0,0,,0,1
CCCC/C=C/C=O,,,0,,,,,0,0,0,0,
C=CCOC(=O)COCCC(C)C,,0,0,1,,1,0,,,0,0,
OCC(S)CS,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCC1C=CC(=O)O1,0,1,0,1,0,0,1,,0,0,0,0
CCc1ccc(C)s1,0,0,0,,1,,0,0,0,0,0,0
CC/C=C\CCOC(=O)CC(C)=O,0,0,1,0,,1,0,1,0,0,0,0
CCCCCCCCc1cccs1,,0,0,0,,,0,,0,0,0,0
C=CCOC(=O)/C(C)=C/C,0,,0,,0,1,0,,0,0,0,0
CC(C)c1cccc(CC=O)c1,0,0,1,0,,1,0,1,0,0,0,0
C/C(C=O)=C/c1ccccc1,0,1,0,0,0,,0,0,1,0,0,1
O[B-]1(O)OO[B-](O)(O)OO1.[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CCCC(C)=CCCC(C)=CC=O,0,0,1,0,0,1,0,0,0,0,0,
CC(=O)OCC1=CCC2CC1C2(C)C,0,,,,0,1,0,,0,0,0,
CC(C)CC1CCC(=O)O1,,1,0,1,0,1,1,0,0,0,0,1
CC(C)=C1CCC2(C)OC2C1=O,0,0,0,,0,1,0,0,0,0,0,
C=C(C)COc1ccc(OC)cc1,0,0,1,0,0,1,0,0,0,0,0,0
CCOCC.Oc1ccccc1O,0,1,0,0,0,,0,0,0,0,0,1
CC(C)=CCCC(C)CCOC(=O)c1ccccc1,0,0,1,,0,,0,,0,0,0,0
CCOCCOCCC(C)C,0,,0,1,1,1,1,,0,,0,0
C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,0,,1,,0,,0,0,0,0,0,0
CCCCCCCOCCCCCCC,,0,0,0,,0,0,0,0,0,0,0
CC(=O)CCC1C(C)=CCCC1(C)C,0,,1,,,,0,1,0,0,0,0
C1COCCO1,0,0,0,0,,0,0,0,0,0,0,0
COc1cncc(C)n1,0,,0,0,0,0,1,0,0,1,0,0
CCOC(=O)/C=C(\C)CCC=C(C)C,0,0,1,,0,1,0,1,0,0,0,0
CCCCCCC1OCC(O)CO1,0,0,0,0,1,1,0,1,0,0,0,0
CCCCC[C@@H](C)O,,1,0,,0,0,0,0,0,0,0,0
CC=CCOC(=O)CCCCCC,0,0,,1,0,1,0,,0,0,0,0
C=CC(C)(CC=C(C)C)C(C)O,0,0,1,0,0,1,0,0,0,0,0,
C[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCOC(C)OCCCC,0,,0,1,,1,0,,0,,0,0
CCOC(=O)CC1(C)OCCO1,0,,,1,0,,0,,,0,0,0
CC(C)C(=O)OCc1ccc2c(c1)OCO2,0,1,,1,0,0,,0,0,,0,
CCC(C)(N)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)C1CC=C(CCC=O)CC1,0,0,1,0,1,1,0,0,0,0,0,0
CCCCCCCC(=O)OC1CC(C)CCC1C(C)C,0,0,1,0,0,1,0,0,0,0,0,
O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CC2C(C(C)C)CC1CC2C1OCCO1,1,1,1,0,,1,0,1,0,0,0,0
O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3,1,0,0,,0,1,0,1,0,0,0,0
O=C(C=Cc1ccccc1)OCCCc1ccccc1,0,0,1,,0,0,0,0,1,0,0,0
[NH4+].[O-][Cl+3]([O-])([O-])[O-],0,0,0,0,0,0,0,0,0,0,1,0
C=CCOc1ccccc1,0,0,1,0,1,1,0,0,0,0,0,0
CC1(C)C2CC3OC3(C)C1C2,0,,0,0,0,1,0,,,0,0,0
CCCCCCOC(=O)/C=C/C(=O)OCCCCCC,0,0,,,,1,0,,0,0,0,0
CCc1ccc(O)cc1,,,0,,1,,,,,,0,
CC(=O)CCC=C(C)C,,,0,,,,,,0,,0,
C=C1CCC(C)C(C)(C)C1CCC(C)=O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCC(=O)C1=C(C)CCCC1(C)C,,1,0,1,0,0,0,0,0,0,0,0
CCCCCCCOCC(C)C,0,0,1,0,,1,0,1,0,0,0,0
CCc1ccc(OC)c(O)c1,0,0,0,,1,0,,0,0,0,0,1
CC(=O)OC(OC(C)=O)c1ccc2c(c1)OCO2,0,0,1,0,0,0,0,0,0,0,0,0
CC1=CCC(C(C)(C)O)CC1,0,,,,0,,0,,,0,0,
CC1=CC[C@@H]2C[C@H]1C2(C)C,0,0,0,0,0,1,0,,,0,0,1
CCCC(O)CCC1C(C)CCC(C)C1(C)C,1,0,0,0,0,0,0,1,1,0,0,0
CCCCCCCCCCOC(=O)CC(C)C,0,,,1,0,0,0,,0,,0,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.O.O,0,0,0,0,0,0,0,0,0,0,1,0
CC/C=C/CCOC(C)=O,,,,,0,,0,,0,0,,
[O-]B([O-])[O-].[O-]B([O-])[O-].[Zn+2].[Zn+2].[Zn+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCC=CCCCCCCCC=O,,0,0,0,0,0,0,0,0,0,0,0
C/C1=C2/[N-]C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.O.[Co+2],0,0,0,0,0,0,0,0,0,0,1,0
CC(S)CCS,,0,0,,1,1,,0,0,,0,1
CC(C)=CCC/C(C)=C/C(=O)O,,,1,,,1,0,1,0,0,0,0
COc1cccc(C)c1,,0,1,0,,,,0,0,0,0,0
O=[N+]([O-])O.c1ccc2c(CC3=NCCN3)cccc2c1,0,0,0,0,0,0,0,0,0,0,1,0
C[N+](C)(C)CCOC(N)=O.[Cl-],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCCCCCCCCCCCCC,0,0,0,0,,0,0,0,0,0,,0
CC(C)C(=O)OC/C=C/c1ccccc1,0,,,,0,0,,0,,0,0,
CC/C=C\CCCCCCC=O,0,0,1,1,1,0,0,0,0,0,0,0
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,0,0,0,0,0,0,0,1,0,0,0,0
CCOP(=O)=O.CCOP(=O)=O.CCOP(=O)=O.[Al+3],0,0,0,0,0,0,0,0,0,0,1,0
CC=CC=CCO,0,1,0,1,1,1,1,1,0,0,0,
CCOC(=S)C(C)CC,0,1,0,1,1,0,0,1,0,0,0,0
C=CC(=O)CCCCC,,0,0,1,,,0,,0,,0,0
CC(=O)Cc1ccccc1,0,0,,,0,1,0,0,0,0,0,0
C/C=C/C=O,0,0,,0,,0,0,0,0,0,0,
C/C=C(/C)C(=O)OCC(C)CC,0,0,1,,0,0,0,0,0,0,0,0
N#Cc1ccccc1,0,,0,,,0,,0,0,0,,0
O=C1CC2CCCCC2O1,0,1,0,0,0,1,0,0,0,0,0,0
CCCCCCCC1(C)OCC(C)O1,,0,1,,0,1,0,0,0,0,0,0
CC(C)=CCCC1(C)C2CC3C(C2)C31C,0,,0,0,0,0,0,1,0,0,0,0
C=C(C)[C@@H]1CC=C(C)CC1,0,0,0,,,,0,,,0,0,
CC1(C)C2CCC1(C)[C@H](O)C2,0,0,0,0,1,1,0,1,1,0,0,1
CC=CC(=O)OCC(C)C,0,,0,1,0,,0,,0,,0,
CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,0,,1,1,0,1,0,0,0,0,0,0
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)C(OC(C)=O)[C@@H]1OC(C)=O,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CC2OCC(C)=C2CC1,0,0,,0,0,1,0,0,0,0,0,
CCCCCCOC(=O)CCC(C)=O,0,1,,1,0,0,0,,0,,0,0
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,1,,0,0,0,1,0,,1,0,0,
CC(C)CCSSSCCC(C)C,0,0,0,,1,1,0,0,0,0,0,1
O=C1C=CCO1,0,1,,,,0,0,,0,,0,0
CCS,,,0,,1,,0,0,0,,0,
CC1=N[C@@H](C)O[C@H]1C,0,1,0,1,1,1,1,1,0,0,0,0
CC1(C)[C@H]2CC[C@]3(C2)[C@@H]1C(=O)CCC3(C)C,0,0,0,0,0,0,0,1,0,0,0,0
COC(=O)c1ccccc1N=CC=Cc1ccccc1,0,0,1,1,0,,0,0,0,0,0,1
CC/C=C\C/C=C\CC=O,,0,0,,0,,0,0,0,0,0,0
O=C1CC[C@H]2CCCC[C@H]2C1,1,0,0,0,0,,0,1,1,0,0,0
CCCCCCCC/C=C/C=O,,,,,,1,0,0,0,0,0,0
Cc1ccc(C)c(O)c1C,1,0,0,,1,0,,1,,0,0,1
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)c1ccccc1)C2,0,0,0,0,0,1,0,1,1,0,0,0
CC(C)(Cc1ccccc1)OC=O,,0,1,0,0,,0,0,0,0,0,0
CCCCCCCCCCCCCC(=O)OCC=Cc1ccccc1,0,0,0,0,0,0,0,0,,0,,0
CCC=CCC1C(=O)CCC1CC(=O)OC,,0,1,0,0,1,0,0,0,0,0,0
CCOC(CCOCCC(C)C)OCC,0,0,0,0,,1,0,0,0,0,0,0
CCCCC(CO)C(C)=O,0,0,0,,0,1,0,0,0,0,0,1
C=CC(CCCCC)OC(C)=O,0,,,,0,1,0,,0,,0,
CCCCCCCCCC(=O)OCCc1ccccc1,0,0,1,1,0,1,0,,0,0,0,0
S=C=NCCc1ccccc1,0,0,0,,,,,,0,0,0,
S=c1[nH]c2ccccc2s1,0,0,0,,1,1,0,0,0,0,0,1
Cc1ccsc1C,,1,0,0,0,0,1,0,0,1,0,0
COC1COC(OC2COC(OC3COC(OC4COC(OC)C(OS(=O)(=O)[O-])C4OS(=O)(=O)[O-])C(OC4OC(C(=O)[O-])C(OC)C(OS(=O)(=O)[O-])C4OS(=O)(=O)[O-])C3OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C2OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
C=CC1(C)CCC(=O)O1,0,0,,,0,,0,0,0,0,0,
Cc1ccc(CC(=O)[O-])cc1,0,0,1,,0,1,0,0,0,0,0,0
CCOC(=O)c1cccnc1,0,1,1,,0,1,0,0,0,0,0,0
CC/C=C\CCCCO,,0,,1,,1,0,,0,0,0,0
CCCC(=O)Oc1ccccc1,0,,1,,0,,0,0,0,0,0,
CC(C)=CC/C=C(\C)C1CC=C(C)CC1,0,1,1,1,0,0,0,1,1,0,0,0
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,0,0,0,0,0,0,0,0,0,0,1,0
C=CCC(C=O)c1ccccc1,0,,,,0,0,0,0,0,,0,0
CCCCCC(=O)OCSC,0,,0,1,0,0,0,0,0,0,0,0
CCCC(C)(S)CO,0,0,0,,1,,0,0,0,0,0,
CC/C=C1\OC(=O)c2ccccc21,0,,0,,,1,0,,0,,0,
CCCCCCCC1(C)OC1C(=O)OCC,0,0,0,,0,0,0,0,0,0,0,0
C=C(CO)[C@H]1CC=C(C)CC1,0,0,0,1,0,1,0,0,0,0,0,
CC(C)=CCCC(C)CCOC(=O)/C=C/c1ccccc1,0,1,1,,0,1,0,0,0,0,0,1
CCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCC=C(C=O)CCCCC,,0,0,0,0,1,0,0,0,0,0,0
COc1c([N+](=O)[O-])cc(C=O)cc1C(C)(C)C,0,0,0,0,1,1,0,0,0,0,0,0
CCC/C=C\CCCCC=O,,0,0,,0,1,0,0,0,0,0,0
CCCCOC(=O)Cc1ccccc1,,1,1,,0,,0,0,0,,0,0
O=C(O)CCS,,0,0,0,1,0,0,0,0,,0,0
CC(C)C1CCC2(CCC(=O)O2)CC1,0,0,0,,0,1,0,1,0,0,0,0
CCCCCC(CC)OC=O,0,0,,,0,1,0,,,0,0,0
CCOC(=O)C=CC(=O)OCC,0,,0,1,0,0,0,0,0,0,0,0
CC(=O)OCCCC1CCCCC1,0,0,1,,,0,0,0,0,0,0,0
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
C=CCSSSCCC,0,0,0,,1,1,0,0,0,0,0,1
CC/C=C/CCCC,0,0,0,0,1,0,0,0,0,0,0,0
C=CC(C)(CCC=C(C)C)OCC,0,0,1,,0,,0,0,0,0,0,0
CCC/C=C(\C)C(=O)O,0,0,0,,1,0,0,0,0,0,0,0
CCCC(O)CC(=O)OCC,0,,,,,,0,,,,0,
CNC(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
CC1=NC(C)OC1,,0,0,,0,0,,0,0,1,0,0
[Ca+2].[OH-].[OH-],0,0,0,0,0,0,0,0,0,0,1,0
CC1CCC2(CCC(=O)O2)CC1,0,,0,1,0,0,,0,0,0,0,0
CC(C)CCCOC(=O)CCC(C)C,0,,0,,0,1,0,0,0,0,0,0
CCCCCCCCCCCC=O,,,1,,,,0,,,0,0,0
CCC(O)OC,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0,0,0,0,0,0,0,0,0,0,1,0
CCC/C=C1\OC(=O)C2=C1CCC=C2,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCC(OC)OC,0,0,,1,0,,0,0,0,0,0,0
Cc1ccsc1C=O,,1,0,0,0,0,0,0,0,1,0,0
O=C(Nc1ccccc1C(=O)O)c1ccccc1,0,0,0,,0,0,0,0,0,0,0,0
C=CCOC(C)=O,0,,,,,,0,,0,0,0,
O.O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].[Mg+2].[Mg+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCN=C=S,0,0,0,,,,0,0,0,0,0,
CC(C)(C=O)Cc1ccccc1,0,0,,0,,1,0,0,0,0,0,0
COCCOC(C)OCc1ccccc1,0,,0,,,,,0,0,0,0,0
C/C=C/C=C/COC(C)=O,0,1,,1,0,,0,,0,,0,0
CCCC/C=C/CCO,0,0,0,1,0,1,0,1,0,0,0,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CC(=O)OCCc1ccccc1,0,,,1,0,1,0,,,0,0,0
CCCCCCCCCC1CCC(=O)O1,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)[C@H]1CC[C@@H](C)C[C@H]1O,0,0,0,0,,1,0,,0,0,0,
CCC/C=C/C(OCC)OCC,,0,0,1,0,1,0,,0,0,0,
CCCCCC=CO,,0,0,,0,0,0,0,0,0,0,0
Cc1ccccc1[N+](=O)[O-],0,,0,0,0,,,0,0,0,,
CC1=C[C@@H]2C(CC1)[C@](C)(O)CC[C@H]2C(C)C,0,0,0,0,0,1,0,1,0,0,0,0
O=C(O)C=Cc1ccccc1,0,1,,0,0,0,0,,1,0,0,
CC(=O)OCC1CC(C)=CC(C)C1,0,,1,1,0,1,0,0,0,0,0,0
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0,0,0,,,0,0,,0,,0
CCCCCCC(C)OC(C)=O,0,0,,,0,,0,,0,0,0,0
CCOc1ccc(C=O)cc1OC,0,1,,0,0,0,0,,0,0,0,0
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0,0,0,0,0,0,0,0,0,0,1,0
O=CCC1CCOC1=O,0,1,0,0,1,0,0,0,0,,0,0
COC(=O)[C@@H]1CC[C@](C)(C(=O)OC)C1(C)C,0,0,0,,0,0,0,,0,0,,0
CCCC[C@@H]1OC(=O)C[C@@H]1C,0,,0,,0,0,,0,0,0,,0
CC(C)C(C)CCC(C)(C)O,0,0,1,,0,0,0,0,0,0,0,
O=C1C=CCCCCCCCCCO1,0,1,0,,0,1,0,0,0,0,0,
CC(C)=CCCC(C)=CCCC(C)C=O,0,0,1,0,1,,0,0,0,0,0,0
C=CC(C)(C)C(=O)C=C(C)C,0,,0,,0,1,0,,0,0,0,
CCCCCCCCCCCCCCCC(=O)OCCC(C)C,,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1cccc(C(C)CC=O)c1,0,,1,0,0,1,0,0,0,0,0,0
COC(=O)C=Cc1ccccc1,0,,0,1,0,0,0,0,1,0,0,
COC(=O)c1ccccc1N=Cc1ccccc1,0,1,1,,,,1,0,0,0,0,0
Cc1ccc(O)c(C(C)(C)C)c1,1,0,0,,1,0,,0,0,0,0,
CC(=O)C(C)CC1CCC(C(C)C)CC1,0,0,0,0,0,,0,1,0,0,0,0
COc1cc(C=O)ccc1OC(=O)C(C)C,0,1,0,,0,0,,0,0,,0,0
CC(C)c1ccc(C(C)C=O)cc1,0,0,,0,,1,0,,0,0,0,0
CC(C)=CCC/C(C)=C/C1OCCO1,0,0,1,1,0,1,0,0,0,0,0,0
CCCCCCC=COC(=O)CC,0,,0,1,0,1,0,0,0,0,0,0
CCCCSSSCCCC,0,0,0,,1,1,0,0,0,0,0,1
CC1=CCC2C3CC(C2C1)C1(C3)OC1C,0,0,1,1,0,1,0,1,0,0,0,1
CC/C=C/CCC(=O)O,,0,0,,0,1,0,0,0,0,0,0
CC(C)=CCC/C(C)=C/C(C)(C)O,0,0,0,1,,1,0,1,1,0,0,0
CC1OC(C)(O)C(C)OC1(C)O,1,1,0,0,0,0,0,0,0,,0,0
C=CC1(C)CCC(C(C)C)=CC1C(=C)C,0,,,0,0,,0,1,,0,0,
C=C(C)C1CCC(C)C(O)C1,,,,0,,,0,,0,0,0,
C1CCCCC1.CC(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)SC1=C(C)OCC1,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,0,,0,0,,0,0,0,0,,0,0
N#CCCCCC#N,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)C1(C)CCC2=C(C1C)C(C)(C)CCC2,1,0,1,0,0,0,0,1,1,0,0,0
CCCCCCCCC(C)=O,,0,1,1,0,,0,0,0,0,0,0
Cc1occc(=O)c1OC(=O)C(C)C,0,1,0,1,,0,0,0,0,,0,0
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,0,0,0,0,0,0,0,0,0,0,1,0
CC12CCC(C1)C(C)(C)C2OC=O,0,0,0,0,0,0,0,1,1,0,0,0
C=CCOC(=O)CCC(C)=O,0,,0,1,,,0,0,0,0,0,0
COc1cc(/C=C/CO)ccc1O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCOC(=O)C(C)O,,1,,,,,0,,0,,0,0
CC=CC(=O)C(C)CC,0,1,0,,,0,1,0,0,1,0,0
CCCOC(C)OCC,0,,0,1,1,1,1,,0,,0,0
O=C1CCCCCCCCOCCCCCCO1,1,1,1,,0,0,0,0,0,0,0,0
CCOC(OCC)C(C)Cc1ccc(C(C)C)cc1,0,0,1,1,0,1,0,0,0,0,0,0
COc1cc(CCCS(=O)(=O)[O-])ccc1OC(Cc1cccc(OC)c1O)CS(=O)(=O)[O-].[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)c1ccc(C)cc1C,0,,,0,0,1,0,,0,0,0,
CCC(=O)C=CC1=C(C)CCCC1(C)C,0,,,,0,,0,,0,0,,0
C=Cc1scnc1C,0,1,,1,1,,1,,0,,0,0
C=C(C)[C@H]1C=C[C@](C)(O)CC1,0,0,0,0,0,1,0,0,0,0,0,
CC(C)=CCCC(C)=CCCC(C)(O)C1CO1,0,0,1,,0,0,0,0,0,0,0,0
CC(C)(C)c1cccc(CCC=O)c1,0,0,1,0,1,0,0,0,0,0,0,0
CCOCCO,0,0,0,,0,0,0,,0,0,,0
